last_name, first_name,player_id,year,meatball_swing_percent,meatball_percent,
Wentz, Joey,666214,2022,86.8,6.8,
Brash, Matt,666374,2022,57.1,8.2,
Castillo, Max,666721,2022,71.4,6,
Doval, Camilo,666808,2022,76,6.7,
Frias, Luis,666818,2022,84.4,9,
Cano, Yennier,666974,2022,60,6.3,
Nance, Tommy,667297,2022,65.1,8.4,
Sanchez, Miguel,667376,2022,100,2.4,
Jackson, Zach,667427,2022,66.7,5.7,
King, John,667463,2022,79.2,6.4,
Fletcher, Aaron,667465,2022,46.2,7.5,
Dugger, Robert,667498,2022,73.3,5.3,
Miller, Tyson,668338,2022,68.4,8.3,
Nogosek, Stephen,668665,2022,86.2,7.7,
Plesac, Zach,668676,2022,86.9,7.1,
Gallen, Zac,668678,2022,68.5,6.3,
Tully, Tanner,668684,2022,77.8,7.8,
Thompson, Zack,668868,2022,78.8,9,
Kilian, Caleb,668873,2022,70.6,7.2,
Greene, Hunter,668881,2022,79.5,7.8,
Ashcraft, Graham,668933,2022,82.9,7,
Romero, JoJo,668941,2022,69.2,4.8,
McCarty, Kirk,668948,2022,77.5,7,
Hollowell, Gavin,668970,2022,83.3,8.4,
Gore, MacKenzie,669022,2022,71.4,7.8,
Wilson, Bryse,669060,2022,76.1,8.5,
Hall, DL,669084,2022,73.7,7.1,
Estrada, Jeremiah,669093,2022,87.5,6.8,
Zimmermann, Bruce,669145,2022,67.7,8.2,
May, Dustin,669160,2022,79.4,7.2,
Heasley, Jonathan,669169,2022,82.3,7.2,
Nelson, Ryne,669194,2022,69.6,9.1,
Burnes, Corbin,669203,2022,73.7,5.3,
Akin, Keegan,669211,2022,74.8,10,
Morgan, Eli,669212,2022,83.5,8.4,
Kuhnel, Joel,669270,2022,79.7,8,
Lee, Dylan,669276,2022,79.2,7,
Gilbert, Logan,669302,2022,82.8,8.7,
Wells, Tyler,669330,2022,75.9,7,
Baz, Shane,669358,2022,65.7,7.9,
Skubal, Tarik,669373,2022,80,8.1,
Coleman, Dylan,669395,2022,67.6,6.1,
Lambert, Jimmy,669424,2022,79.7,8.4,
Rogers, Trevor,669432,2022,72.1,7,
Bieber, Shane,669456,2022,78.6,7.5,
Nelson, Kyle,669459,2022,87,7.8,
Liberatore, Matthew,669461,2022,83.3,7.4,
Pallante, Andre,669467,2022,80.8,8.3,
Barlow, Joe,669618,2022,78.6,10.1,
Bender, Anthony,669622,2022,61.5,9.5,
Long, Sam,669674,2022,78.1,8.7,
Weissert, Greg,669711,2022,75,6.5,
Wesneski, Hayden,669713,2022,80.9,9.5,
De Jesus, Angel,669804,2022,100,6.3,
Blanco, Ronel,669854,2022,100,4.2,
Snead, Kirby,669912,2022,72.4,7.4,
Alexander, Jason,669920,2022,65.4,7,
Kirby, George,669923,2022,84.1,8.7,
Alexy, A.J.,669935,2022,70,6.6,
White, Mitch,669952,2022,75.6,7.4,
Festa, Matthew,670036,2022,80,7.8,
Rosenberg, Kenny,670046,2022,73.7,9.8,
Holderman, Colin,670059,2022,77.3,5.1,
Mills, Wyatt,670090,2022,62.9,7,
Oller, Adam,670124,2022,88,6.4,
Schreiber, John,670167,2022,73.5,8.1,
Winckowski, Josh,670174,2022,71.8,6.5,
Bednar, David,670280,2022,78.8,9.5,
Fishman, Jake,670288,2022,60,8.8,
Garcia, Rico,670329,2022,80,11,
Diehl, Phillip,670426,2022,54.5,9.2,
Gonzalez, Luis,670768,2022,100,2.3,
Gillaspie, Logan,670810,2022,79.2,9.2,
Oviedo, Johan,670912,2022,78.7,7.7,
Richards, Trevor,670950,2022,77.3,3.8,
Uceta, Edwin,670955,2022,87.5,5.5,
Morejon, Adrian,670970,2022,91.5,8.7,
Ramirez, Yohan,670990,2022,70.8,7.7,
Foley, Jason,671345,2022,80.8,10.8,
Bolanos, Ronald,671790,2022,90,6,
Detmers, Reid,672282,2022,76.4,8,
Perez, Cionel,672335,2022,79.7,7.1,
Ort, Kaleb,672391,2022,67.5,7.6,
Hernandez, Carlos,672578,2022,88.8,7.7,
Zerpa, Angel,672582,2022,60,6.3,
Contreras, Roansy,672710,2022,75.6,7.7,
Patino, Luis,672715,2022,67.6,8.8,
Adon, Joan,672851,2022,77.9,7.1,
Cruz, Jesus,672911,2022,100,4.3,
Henry, Tommy,674072,2022,86.1,9.3,
Plassmeyer, Michael,674681,2022,83.3,6.1,
Curry, Xzavion,675540,2022,76.9,7.9,
Grove, Michael,675627,2022,60,7.4,
Strider, Spencer,675911,2022,77.7,7.9,
Lowther, Zac,675912,2022,80,5,
Karinchak, James,675916,2022,54.8,4.4,
Howard, Spencer,675921,2022,85,8.7,
Naughton, Packy,676050,2022,75,5.7,
Junk, Janson,676083,2022,93.8,10.1,
Snider, Collin,676092,2022,66.7,6.7,
Jones, Damon,676103,2022,100,5.7,
Tetreault, Jackson,676194,2022,73.1,7.1,
Abbott, Cory,676265,2022,81.8,6.5,
Whitlock, Garrett,676477,2022,83,8.1,
Faucher, Calvin,676534,2022,71.4,8.1,
Fleming, Josh,676596,2022,69.6,3.5,
Sanders, Phoenix,676637,2022,75,7.4,
Sulser, Beau,676641,2022,70,8.3,
Solomon, Jared,676660,2022,66.7,5.7,
Sears, JP,676664,2022,71.9,8.9,
Vest, Will,676684,2022,76.7,6.7,
Crawford, Kutter,676710,2022,77.8,7.6,
Hughes, Brandon,676714,2022,87.3,6.6,
Romero, Tommy,676720,2022,70,5.2,
Marinaccio, Ron,676760,2022,74.5,6.7,
Whitley, Kodi,676831,2022,60,5.5,
Peacock, Matt,676840,2022,72.7,7.4,
Ashby, Aaron,676879,2022,70.8,8.2,
Beasley, Jeremy,676886,2022,76.2,7.7,
Meyer, Max,676974,2022,87.5,9,
Nardi, Andrew,677053,2022,83.3,8,
Kelly, Zack,677161,2022,72.7,9.9,
Garcia, Luis,677651,2022,78.6,7.6,
Bruihl, Justin,677865,2022,86.2,8.5,
Bello, Brayan,678394,2022,68.3,6.3,
Henriquez, Ronny,678692,2022,92.3,7.2,
Gray, Josiah,680686,2022,75.3,6.7,
Bradish, Kyle,680694,2022,81.1,8.5,
Sandlin, Nick,680704,2022,73.8,5.7,
Winder, Josh,680739,2022,77.5,7.2,
Silseth, Chase,681217,2022,68,5,
Roberts, Ethan,681799,2022,81.8,6.2,
Wantz, Andrew,681806,2022,77,7.3,
Warren, Austin,681810,2022,100,8.6,
Lee, Evan,681885,2022,73.3,9.1,
Vesia, Alex,681911,2022,78.9,8,
Hill, Garrett,682051,2022,70.1,7.6,
Murfee, Penn,682171,2022,75.3,7.7,
Ortiz, Luis,682847,2022,76.9,9.5,
Gaddis, Hunter,683769,2022,93.3,8.8,
Arihara, Kohei,685503,2022,68.4,4.9,
Waldichuk, Ken,686610,2022,92.9,7.2,
Brown, Hunter,686613,2022,76,8.1,
Pepiot, Ryan,686752,2022,72.3,6.4,
Jameson, Drey,686753,2022,85.3,9.2,
Waites, Cole,686972,2022,100,9.6,
Varland, Louie,686973,2022,88.4,10.5,
Brieske, Beau,689225,2022,87.1,7.8,
Elder, Bryce,693821,2022,78.9,6.5,
